year	Date	rep	route	site.name	site.num	distance	temp	sal
2007	13-May	2	Lower Knight	1 sites W. of Slope Pt.	34	26.03	8.0	35
2007	14-May	2	Lower Knight	2 site W. of Slope Pt.	35	26.75	8.0	32
2007	14-May	2	Lower Knight	3 sites W. of Slope Pt.	36	28.44	8.0	33
2007	14-May	2	Lower Knight	"4 sites W., of Slope Pt."	37	30.05	8.5	33
2007	10-May	2	Tribune	1 site W. of Braza Isl.	15	1.59	8.5	29
2007	05-May	2	Tribune	Braza Isl.	16	2.32	9.0	30
2007	05-May	2	Tribune	3 sites S. of Humphrey Rock	17	3.03	9.0	30
2007	05-May	2	Tribune	2 sites S. of Humphrey Rock	18	3.98	9.0	29
2007	05-May	2	Tribune	1 site S. of  Humphrey Rock	19	5.04	9.0	29
2007	02-May	2	Tribune	2 sites N. of Humphrey Rock	20	5.83	8.0	25
2007	02-May	2	Tribune	1 site N. of Humphrey Rock	21	6.74	9.0	29
2007	02-May	2	Tribune	3 sites N. of Humphrey Rock	22	8.7	10.0	28
2007	01-May	2	Tribune	Across from N. end of Viscount Isl.	23	10.4	9.5	27
2007	01-May	2	Tribune	1 site S. of Trafford Pt.	24	12.48	8.5	26
2007	01-May	2	Tribune	Trafford Pt.	25	14.86	9.7	24
2007	03-May	2	Tribune	Brown Pt.	26	18.24	8.0	29
2007	03-May	2	Tribune	1 site E. of Loaf Pt	27	22.06	8.0	26
2007	30-Apr	2	Tribune	W. side of Bond Sound	28	26.15	11.5	26
2007	30-Apr	2	Tribune	1 site E. of Kwatsi Pt.	29	28.29	10.0	27
2007	30-Apr	2	Tribune	Kwatsi Pt.	30	30.21	9.0	25
2007	29-Apr	2	Tribune	1 site E. of Glacier Falls	31	32.73	9.5	28
2007	29-Apr	2	Tribune	Glacier Falls	32	34.74	9.5	29
2007	29-Apr	2	Tribune	1 site W. of Glacier Falls	33	36.6	8.9	25
2007	29-Apr	2	Tribune	3 sites E. of Eagle Nest Bay	34	38.72	9.5	29
2007	29-Apr	2	Tribune	2 sites E. of Eagle Nest Bay	35	40.85	8.9	30
2007	29-Apr	2	Tribune	1 site E. of Eagle Nest Bay	36	42.86	8.5	25
2007	28-Apr	2	Tribune	Eagle Nest Bay	37	44.75	9.5	29
2007	28-Apr	2	Tribune	Fry Bay	38	46.61	9.5	28
2007	28-Apr	2	Tribune	Middle of Burdwoods	39	48.54	9.0	26
2007	28-Apr	2	Tribune	Denham Isl.	40	50.26	8.5	28
2007	14-May	2	Tribune	Kingfisher Isl.	41	52.82	10.0	30
2007	14-May	2	Tribune	1 site E. of Bay of the Damned	42	54.89	9.5	31
2007	14-May	2	Tribune	Bay of the Damned	43	56.49	10.5	31
2007	15-May	2	Tribune	Deep Harbour	44	58.43	9.0	30
2007	15-May	2	Tribune	Sharp Pt.	45	60.7	8.5	31
2007	15-May	2	Tribune	E. of Twin Lagoon	46	62.55	9.0	32
2007	15-May	2	Tribune	E. of Wicklow Farm	47	64.31	9.5	33
2007	09-May	2	Upper Knight	1 site E. of Boulder City	1	-35.87	9.5	29
2007	09-May	2	Upper Knight	Boulder City	2	-32.41	9.5	30
2007	09-May	2	Upper Knight	1 site W. of Boulder City	3	-28.94	9.0	31
2007	09-May	2	Upper Knight	3 sites E. of Hoeya Head	4	-25.68	8.0	31
2007	09-May	2	Upper Knight	2 sites E. of Hoeya Head	5	-23.13	7.0	32
2007	07-May	2	Upper Knight	1 site E. of Hoeya Head	6	-20.6	9.5	28
2007	07-May	2	Upper Knight	Dungeness Bay	7	-14.03	9.0	27
2007	07-May	2	Upper Knight	1.92km E of 205	8	-9.12	9.5	27
2007	06-May	2	Upper Knight	2 sites E. of Steep Head	9	-7.22	9.0	31
2007	06-May	2	Upper Knight	1 site E of Steep Head	10	-5.39	9.0	29
2007	06-May	2	Upper Knight	Steep Head	11	-4.32	9.0	31
2007	10-May	2	Upper Knight	SE Viscount Isl.	12	-3.58	8.0	32
2007	06-May	2	Upper Knight	SW Viscount Isl.	13	-1.85	8.7	29
2007	05-May	2	Upper Knight	Shewell Isl.	14	0.4	9.0	30
2007	23-May	3	Lower Knight	2 sites S. of Braza Isl.	18	2.2	10.0	32
2007	24-May	3	Lower Knight	E. of Doctor Islets	19	3.27	10.0	30
2007	23-May	3	Lower Knight	Doctor Islets	20	4.05	10.0	31
2007	23-May	3	Lower Knight	1 site W. of Doctor Islets	21	4.82	11.0	32
2007	23-May	3	Lower Knight	2 sites W. of Doctor Islets	22	6.21	11.0	30
2007	23-May	3	Lower Knight	1 site W. of Stormy Bluff	23	7.61	11.0	32
2007	24-May	3	Lower Knight	2 sites W. of Stormy Bluff	24	9.29	10.5	30
2007	24-May	3	Lower Knight	E. side of Lady Isl.	25	12.18	10.5	31
2007	24-May	3	Lower Knight	W. side of Lady Isl.	26	14.27	11.0	32
2007	24-May	3	Lower Knight	1 site W. of Port Elizabeth	27	15.28	12.5	32
2007	24-May	3	Lower Knight	2 sites W. of Port Elizabeth	28	16.87	12.0	32
2007	24-May	3	Lower Knight	3rd Site W of Port Elizabeth	29	18.26	11.0	32
2007	25-May	3	Lower Knight	1 site E. of Chop Bay	30	20.18	10.0	30
2007	25-May	3	Lower Knight	1 site W. of Chop Bay	31	21.97	10.0	30
2007	25-May	3	Lower Knight	Slope Pt.	32	23.59	9.5	31
2007	24-May	3	Lower Knight	1 site W. of Slope Pt.	33	25.59	9.0	32
2007	25-May	3	Lower Knight	2 sites W. of Slope Pt.	34	27.75	9.0	33
2007	23-May	3	Tribune	S. of Braza Isl.	18	1.96	10.0	31
2007	20-May	3	Tribune	Braza Isl.	19	2.78	10.5	26
2007	20-May	3	Tribune	1 site N. of Braza Isl.	20	3.76	9.5	28
2007	19-May	3	Tribune	2 sites S. of Humphrey Rock	21	4.69	9.0	31
2007	19-May	3	Tribune	1 site S. of Humphrey Rock	22	5.8	9.0	32
2007	19-May	3	Tribune	1 site N. of Humphrey Rock	23	7.02	9.5	32
2007	19-May	3	Tribune	2 sites N. of Humphrey Rock	24	8.4	7.8	31
2007	19-May	3	Tribune	3 sites N. of Humphrey Rock	25	10.12	8.0	31
2007	19-May	3	Tribune	Across from N. Viscount Isl.	26	11.92	8.5	32
2007	19-May	3	Tribune	1 site S. of Trafford Pt.	27	13.73	9.0	30
2007	19-May	3	Tribune	Trafford Pt.	28	16.23	9.9	29
2007	18-May	3	Tribune	Across from Brown Pt.	29	18.3	9.5	29
2007	18-May	3	Tribune	N. of Brown Pt.	30	21.84	9.5	27
2007	18-May	3	Tribune	Loaf Pt.	31	23.74	9.5	29
2007	18-May	3	Tribune	E. side of Bond Sound	32	25.82	10.0	31
2007	17-May	3	Tribune	W. side of Bond Sound	33	27.55	10.5	29
2007	17-May	3	Tribune	1 site W. of Kwatsi Pt.	34	29.34	10.0	32
2007	17-May	3	Tribune	Kwatsi Pt.	35	31.18	10.0	30
2007	17-May	3	Tribune	W. side of Kwatsi Bay	36	32.9	9.0	33
2007	17-May	3	Tribune	Glacier Falls	37	34.69	9.0	32
2007	17-May	3	Tribune	1 site E. of Tunicate Bay	38	36.69	9.0	25
2007	17-May	3	Tribune	Tunicate Bay	39	38.45	9.5	30
2007	16-May	3	Tribune	3 sites E. of Eagle Nest Bay	40	40.43	11.0	30
2007	16-May	3	Tribune	2 sites E. of Eagle Nest Bay	41	42.52	11.0	29
2007	16-May	3	Tribune	1 site E. of Eagle Nest Bay	42	44.21	11.0	28
2007	16-May	3	Tribune	Eagle Nest Bay	43	45.85	11.0	27
2007	17-May	3	Tribune	Fry Bay	44	47.46	10.5	24
2007	15-May	3	Tribune	Across from Burdwood Farm	45	50.4	13.0	24
2007	15-May	3	Tribune	Denham Isl.	46	51.11	13.0	24
2007	23-May	3	Upper Knight	6 sites E. of Hoeya Head	1	-35.51	12.0	17
2007	23-May	3	Upper Knight	5 sites E. of Hoeya Head	2	-32.74	11.0	20
2007	22-May	3	Upper Knight	4 sites E. of Hoeya Head	3	-29.79	12.0	21
2007	23-May	3	Upper Knight	3 sites E. of Hoeya Head	4	-29.27	11.0	22
2007	22-May	3	Upper Knight	2 sites E. of Hoeya Head	5	-25.51	12.0	21
2007	22-May	3	Upper Knight	1 site E. of Hoeya Head	6	-22.27	12.0	22
2007	22-May	3	Upper Knight	Hoeya Head	7	-19.11	10.0	28
2007	22-May	3	Upper Knight	Lull Creek	8	-15.6	9.5	30
2007	21-May	3	Upper Knight	Dungeness Bay	9	-13.56	9.5	27
2007	22-May	3	Upper Knight	Shelterless Pt.	10	-10.97	9.0	28
2007	21-May	3	Upper Knight	3 sites E. of Steep Head	11	-9.19	9.5	28
2007	22-May	3	Upper Knight	2 sites E. of Steep Head	12	-6.62	9.0	29
2007	21-May	3	Upper Knight	1 site E. of Steep Head	13	-5.72	9.0	29
2007	21-May	3	Upper Knight	Steep Head	14	-4.56	9.0	29
2007	21-May	3	Upper Knight	SE Viscount Isl.	15	-3.27	9.5	28
2007	21-May	3	Upper Knight	SW Viscount Isl.	16	-2.07	9.5	27
2007	20-May	3	Upper Knight	Shewell Isl.	17	0.13	10.0	26
2008	24-Apr	1	Lower Knight	1 site W. of Shewell Isl.	7	2.48	7.5	30
2008	24-Apr	1	Lower Knight	1 site W. of Doctor Islets	8	5.17	8.0	29
2008	24-Apr	1	Lower Knight	1 site E. of Lady Isl.	9	7.61	8.0	29
2008	24-Apr	1	Lower Knight	E. side of Lady Isl.	10	12.1	8.0	27
2008	23-Apr	1	Lower Knight	W. side of Lady Isl.	11	14.02	9.5	30
2008	23-Apr	1	Lower Knight	1 site W. of Lady Isl.	12	15.81	8.5	31
2008	23-Apr	1	Lower Knight	1 site E. of Chop Bay	13	18.27	9.0	30
2008	23-Apr	1	Lower Knight	Chop Bay	14	20.37	8.5	30
2008	23-Apr	1	Lower Knight	Slope Bay	15	22.75	9.0	30
2008	24-Apr	1	Tribune	Braza Isl.	7	2.11	9.0	30
2008	13-Apr	1	Tribune	2 sites S. of Humphrey Rock	8	2.91	9.0	30
2008	16-Apr	1	Tribune	1 site S. of Humphrey Rock	9	4.13	8.0	30
2008	16-Apr	1	Tribune	1 site N. of Humphrey Rock	10	5.63	7.5	30
2008	16-Apr	1	Tribune	2 sites N. of Humphrey Rock	11	6.63	8.0	29
2008	13-Apr	1	Tribune	3 sites N. of Humphrey Rock	12	7.76	8.3	32
2008	13-Apr	1	Tribune	Across from N. end of Viscount Isl.	13	10.21	8.0	34
2008	13-Apr	1	Tribune	2 sites S. of Trafford Pt.	14	11.87	8.5	30
2008	13-Apr	1	Tribune	S. of Trafford Pt.	15	14.68	7.5	25
2008	10-Apr	1	Tribune	Trafford Pt.	16	16.4	7.5	30
2008	10-Apr	1	Tribune	1 site W. of Trafford Pt.	17	18.27	7.5	30
2008	10-Apr	1	Tribune	Across from Brown Pt.	18	20.12	8.0	28
2008	10-Apr	1	Tribune	N. of Brown Pt.	19	22.98	7.5	25
2008	09-Apr	1	Tribune	Loaf Pt.	20	25.09	7.5	30
2008	09-Apr	1	Tribune	E. side of Bond Sound	21	26.79	7.5	30
2008	09-Apr	1	Tribune	W. side of Bond Sound	22	28.61	7.5	30
2008	09-Apr	1	Tribune	1 site E. of Kwatsi Pt.	23	30.43	7.5	29
2008	09-Apr	1	Tribune	Kwatsi Pt.	24	31.88	7.0	30
2008	08-Apr	1	Tribune	Gormely Pt.	25	35.46	9.3	32
2008	08-Apr	1	Tribune	1 site W. of Glacier Falls	26	39.38	7.8	32
2008	08-Apr	1	Tribune	1 site E. of Eagle Nest Bay	27	42.91	7.5	30
2008	07-Apr	1	Tribune	Eagle Nest Bay	28	46.39	8.0	30
2008	07-Apr	1	Tribune	Fry Bay	29	47.94	7.5	30
2008	08-Apr	1	Tribune	Middle of Burdwoods	30	50.16	7.5	27
2008	20-Apr	1	Tribune	Denham Isl.	31	51.67	7.5	25
2008	20-Apr	1	Tribune	Kingfisher Isl.	32	54.69	7.5	29
2008	20-Apr	1	Tribune	1 site E. of Bay of the Damned	33	56.92	8.0	29
2008	17-Apr	1	Upper Knight	Crab Bay	1	-13.41	8.0	30
2008	17-Apr	1	Upper Knight	1 site E. of Steep Head	2	-6.43	7.5	30
2008	18-Apr	1	Upper Knight	Steep Head	3	-4.33	7.5	29
2008	24-Apr	1	Upper Knight	SW Viscount Isl.	4	-3.07	8.5	30
2008	24-Apr	1	Upper Knight	SE Viscount Isl.	5	-1.84	8.5	30
2008	17-Apr	1	Upper Knight	Shewell Isl.	6	0.39	7.5	30
2008	09-May	2	Lower Knight	1 site W. of Shewell Isl.	12	2.36	7.5	30
2008	09-May	2	Lower Knight	1 site W. of Doctor Islets	13	3.91	8.0	31
2008	09-May	2	Lower Knight	2 sites E. of Lady Isl.	14	7.47	8.0	31
2008	09-May	2	Lower Knight	1 site E. of Lady Isl.	15	9.35	8.5	31
2008	09-May	2	Lower Knight	E. side of Lady Isl.	16	11.72	7.5	29
2008	10-May	2	Lower Knight	W. side of Lady Isl.	17	14.07	7.5	30
2008	10-May	2	Lower Knight	1 site W. of Lady Isl.	18	16.4	8.0	31
2008	10-May	2	Lower Knight	W. of Tribune Pt.	19	18.4	8.0	31
2008	10-May	2	Lower Knight	Chop Bay	20	20.16	8.0	31
2008	11-May	2	Lower Knight	Slope Bay	21	22.64	8.0	31
2008	11-May	2	Lower Knight	1 site W. of Slope Pt.	22	24.73	8.0	32
2008	11-May	2	Lower Knight	2 sites W. of Slope Pt.	23	26.76	7.5	30
2008	06-May	2	Tribune	Braza Isl.	12	2.08	7.5	30
2008	05-May	2	Tribune	N. of Braza Isl.	13	2.67	8.0	31
2008	05-May	2	Tribune	2 sites S. of Humphrey Rock	14	3.74	11.5	32
2008	05-May	2	Tribune	1 site S. of Humphrey Rock	15	4.59	8.0	30
2008	03-May	2	Tribune	1 site N. of Humphrey Rock	16	5.51	11.5	32
2008	03-May	2	Tribune	2 sites N. of Humphrey Rock	17	6.44	7.5	32
2008	03-May	2	Tribune	3 sites N. of Humphrey Rock	18	7.98	8.0	31
2008	03-May	2	Tribune	Trafford Pt.	19	14.96	8.0	30
2008	30-Apr	2	Tribune	N. of Brown Pt.	20	19.14	8.0	30
2008	30-Apr	2	Tribune	Loaf Pt.	21	20.83	8.5	31
2008	30-Apr	2	Tribune	W. side of Bond Sound	22	24.28	8.0	30
2008	29-Apr	2	Tribune	1 site E. of Kwatsi Pt.	23	26.02	8.8	30
2008	30-Apr	2	Tribune	Kwatsi Pt.	24	27.31	8.0	28
2008	29-Apr	2	Tribune	E. of Gormely Pt.	25	30.2	8.5	30
2008	29-Apr	2	Tribune	Glacier Falls	26	32.59	8.0	28
2008	29-Apr	2	Tribune	1 site W. of Glacier Falls	27	34.14	8.0	30
2008	27-Apr	2	Tribune	1 site E. of Eagle Nest Bay	28	39.56	8.0	31
2008	27-Apr	2	Tribune	Eagle Nest Bay	29	41.49	8.5	30
2008	27-Apr	2	Tribune	Fry Bay	30	43.39	8.0	30
2008	28-Apr	2	Tribune	Middle of Burdwoods	31	45.48	8.0	31
2008	28-Apr	2	Tribune	2 sites E. of Eagle Nest Bay	32	37.96	8.0	30
2008	28-Apr	2	Tribune	3 sites E. of Eagle Nest Bay	33	35.91	8.0	30
2008	01-May	2	Tribune	Unknown	NA	NA	8.0	25
2008	01-May	2	Tribune	Unknown	NA	NA	8.0	28
2008	01-May	2	Tribune	E.side of Bond	NA	NA	7.5	26
2008	01-May	2	Tribune	Unknown	NA	NA	8.0	26
2008	08-May	2	Upper Knight	Across from Glendale	1	-35.31	7.5	30
2008	08-May	2	Upper Knight	3 sites E. of Hoeya Head	2	-32.76	7.5	30
2008	08-May	2	Upper Knight	2 sites E. of Hoeya Head	3	-28.46	7.5	30
2008	08-May	2	Upper Knight	Hoeya Head	4	-18.87	7.5	30
2008	08-May	2	Upper Knight	1 site E. of Hoeya Head	5	-24.13	7.0	30
2008	08-May	2	Upper Knight	1 site E. of Shelterless Pt.	6	-13.07	8.0	32
2008	08-May	2	Upper Knight	Shelterless Pt.	7	-10.63	7.5	30
2008	07-May	2	Upper Knight	E. of Steep Head	8	-4.98	7.0	30
2008	06-May	2	Upper Knight	SE Viscount Isl.	9	-3.48	7.5	30
2008	07-May	2	Upper Knight	SW Viscount Isl.	10	-2.24	7.0	30
2008	06-May	2	Upper Knight	Shewell Isl.	11	0	7.5	31
2008	25-May	3	Lower Knight	1 site E. of Doctor Islets	15	3.15	12.0	16
2008	25-May	3	Lower Knight	1 site W. of Doctor Islets	16	5.15	13.0	14
2008	25-May	3	Lower Knight	1 site E. of Lady Isl.	17	9.23	15.0	16
2008	25-May	3	Lower Knight	E. side of Lady Isl.	18	11.51	14.0	18
2008	25-May	3	Lower Knight	W. side of Lady Isl.	19	14.18	12.0	18
2008	25-May	3	Lower Knight	1 site W. of Lady Isl.	20	16.33	14.0	17
2008	25-May	3	Lower Knight	1 site E. of Chop Bay	21	18.31	14.0	27
2008	25-May	3	Lower Knight	1 site E. of Slope Pt.	22	20.5	12.0	26
2008	25-May	3	Lower Knight	Slope Point	23	23.1	11.0	24
2008	25-May	3	Lower Knight	1 site W. of Slope Pt.	24	25.68	10.0	31
2008	25-May	3	Tribune	1 site S. Braza Isl.	15	2.32	12.5	14
2008	23-May	3	Tribune	Braza Isl.	16	3.86	10.5	23
2008	23-May	3	Tribune	2 sites S. of Humphrey Rock	17	5	9.5	25
2008	23-May	3	Tribune	1 site S. of Humphrey Rock	18	6.06	9.0	26
2008	23-May	3	Tribune	1 site N. of Humphrey Rock	19	7.24	9.0	28
2008	22-May	3	Tribune	2 sites N. of Humphrey Rock	20	8.4	10.0	24
2008	22-May	3	Tribune	3 sites N. of Humphrey Rock	21	10.12	9.5	25
2008	22-May	3	Tribune	Across from N. end of Viscount Isl.	22	12.24	10.0	22
2008	21-May	3	Tribune	1 site S. of Trafford Pt.	23	14.22	10.5	20
2008	21-May	3	Tribune	Trafford Pt.	24	16.32	10.0	23
2008	20-May	3	Tribune	1 site W. of Trafford Pt.	25	18.53	11.0	19
2008	21-May	3	Tribune	Across from Brown Pt.	26	20.15	10.0	18
2008	22-May	3	Tribune	Brown Pt.	27	22.73	11.0	20
2008	20-May	3	Tribune	Loaf Pt.	28	24.88	11.0	18
2008	20-May	3	Tribune	E. side of Bond Sound	29	26.98	11.0	15
2008	20-May	3	Tribune	W. side of Bond Sound	30	29.9	11.0	21
2008	19-May	3	Tribune	Kwatsi Pt.	31	32.05	11.0	25
2008	19-May	3	Tribune	W. side of Kwatsi Bay	32	33.6	11.5	23
2008	19-May	3	Tribune	Watson Cove	33	35.75	11.0	25
2008	19-May	3	Tribune	1 site W. of Glacier Falls	34	37.83	10.0	27
2008	19-May	3	Tribune	2 sites W. of Glacier Falls	35	39.6	11.5	27
2008	18-May	3	Tribune	2 sites E. of Eagle Nest Bay	36	42	11.0	31
2008	18-May	3	Tribune	1 site E. of Eagle Nest Bay	37	43.95	11.0	30
2008	18-May	3	Tribune	Eagle Nest Bay	38	46.71	11.5	27
2008	18-May	3	Tribune	Fry Bay	39	48.33	11.5	25
2008	18-May	3	Tribune	Middle of Burdwoods	40	50.34	11.0	27
2008	16-May	3	Tribune	Denham Isl.	41	52	11.5	27
2008	16-May	3	Tribune	Kingfisher Isl.	42	54.53	10.0	26
2008	15-May	3	Tribune	1 site E. of Bay of the Damned	44	56.14	8.8	25
2008	15-May	3	Tribune	Bay of the Damned	45	58.43	10.0	26
2008	15-May	3	Tribune	Pemberton Pt.	46	62.59	11.0	28
2008	15-May	3	Tribune	W. of Twin lagoon	47	64.28	12.0	27
2008	15-May	3	Tribune	E. of Twin Lagoon	48	65.99	11.0	30
2008	16-May	3	Tribune	1 site W. of Wicklow Farm	49	67.87	8.8	29
2008	15-May	3	Tribune	Deep Harbour	NA	60.9	11.5	26
2008	24-May	3	Upper Knight	Across from Glendale	1	-36.8	13.0	17
2008	24-May	3	Upper Knight	3 sites E. of Hoeya Head	2	-31.58	12.0	11
2008	24-May	3	Upper Knight	2 sites E. of Hoeya Head	3	-27.19	NA	14
2008	24-May	3	Upper Knight	1 site E. of Hoeya Head	4	-23.42	14.0	16
2008	24-May	3	Upper Knight	Hoeya Head	5	-19.43	12.0	16
2008	24-May	3	Upper Knight	Lull Bay	6	-16.28	11.5	17
2008	24-May	3	Upper Knight	1 site E. of Crab Bay	7	-14.07	12.5	17
2008	24-May	3	Upper Knight	1 site E. of Shelterless Pt.	8	-11.66	13.0	17
2008	24-May	3	Upper Knight	2 sites E. of Steep Head	9	-9.35	13.0	18
2008	24-May	3	Upper Knight	1 site E. of Steep Head	10	-6.98	13.0	18
2008	23-May	3	Upper Knight	Steep Head	11	-4.62	9.0	31
2008	24-May	3	Upper Knight	SE Viscount Isl.	12	-3.55	12.0	21
2008	23-May	3	Upper Knight	SW Viscount Isl.	13	-1.9	9.5	28
2008	24-May	3	Upper Knight	Shewell Isl.	14	0.42	10.0	26
2008	11-Jun	4	Lower Knight	W. side of Lady Isl.	5	14.03	9.5	30
2008	11-Jun	4	Lower Knight	E. of Slope Pt.	6	21.86	13.5	31
2008	11-Jun	4	Lower Knight	Spring Passage	7	27.47	8.5	30
2008	10-Jun	4	Tribune	1 site N. of Humphrey Rock	5	5.34	10.0	25
2008	10-Jun	4	Tribune	2 sites N. of Humphrey Rock	6	7.18	11.0	21
2008	08-Jun	4	Tribune	Across from N. end of Viscount Isl.	7	9.31	11.0	27
2008	08-Jun	4	Tribune	1 site S. of Trafford Pt.	8	11.24	10.0	26
2008	08-Jun	4	Tribune	Trafford Pt.	9	13.55	11.0	25
2008	08-Jun	4	Tribune	W. of Trafford Pt.	10	15.3	10.5	23
2008	07-Jun	4	Tribune	Across from Brown Pt.	11	17.17	10.5	25
2008	07-Jun	4	Tribune	N. of Brown Pt.	12	19.97	10.5	25
2008	07-Jun	4	Tribune	Loaf Pt.	13	21.93	10.0	24
2008	07-Jun	4	Tribune	E. side of Bond Sound	14	24.08	10.0	26
2008	06-Jun	4	Tribune	W. side of Bond Sound	15	26.87	10.5	25
2008	06-Jun	4	Tribune	Kwatsi Pt.	16	28.9	10.0	25
2008	06-Jun	4	Tribune	W. side of Kwatsi Bay	17	30.88	10.5	24
2008	05-Jun	4	Tribune	Gormely Pt.	18	32.71	9.0	28
2008	05-Jun	4	Tribune	1 site W. of Glacier Falls	19	36.26	NA	NA
2008	05-Jun	4	Tribune	1 site E. of Eagle Nest Bay	20	39.65	10.0	27
2008	05-Jun	4	Tribune	Fry Bay	21	45.22	10.0	25
2008	05-Jun	4	Tribune	Eagle Nest Bay	22	43.6	10.0	25
2008	04-Jun	4	Tribune	Middle of Burdwoods	23	47.48	11.0	23
2008	04-Jun	4	Tribune	Denham Isl.	24	48.94	11.5	23
2008	04-Jun	4	Tribune	Kingfisher Isl.	25	52.07	10.5	26
2008	04-Jun	4	Tribune	Bay of the Damned	26	55.11	10.0	26
2008	04-Jun	4	Tribune	Pemberton Pt.	27	58.18	10.5	30
2008	04-Jun	4	Tribune	W. of Twin Lagoon	28	60.85	9.5	30
2008	04-Jun	4	Tribune	1 site W. of Wicklow Farm	30	63.92	9.0	31
2008	11-Jun	4	Upper Knight	1 site E. of Steep Head	1	-7.15	9.5	28
2008	11-Jun	4	Upper Knight	SW Viscount Isl.	2	-4.04	10.0	27
2008	10-Jun	4	Upper Knight	SE Viscount Isl.	3	-2.71	10.0	23
2008	10-Jun	4	Upper Knight	Shewell Island	4	0.16	9.5	24
2008	24-Jun	5	Lower Knight	1 site E. of Lady Isl.	5	7.57	12.0	26
2008	24-Jun	5	Lower Knight	E. side of Lady Isl.	6	11.44	11.0	20
2008	20-Jun	5	Lower Knight	1 site W. of Lady Isl.	7	15.9	14.0	15
2008	20-Jun	5	Lower Knight	1 site E. of Slope Pt.	8	21.36	14.0	16
2008	20-Jun	5	Lower Knight	Spring Passage	9	27.49	13.0	29
2008	01-Jun	5	Tribune	Braza Island	5	2.24	11.5	13
2008	23-Jun	5	Tribune	1 site S. of Humphrey Rock	6	4.26	12.5	17
2008	21-Jun	5	Tribune	Across from NW end of Viscount Isl.	7	6.93	11.0	15
2008	23-Jun	5	Tribune	Across from N. end of Viscount Isl.	8	8.84	13.0	16
2008	23-Jun	5	Tribune	Across from Sargeaunt's Passage	9	11.26	13.0	15
2008	19-Jun	5	Tribune	Across from Kumlah Isl.	10	13.57	9.0	15
2008	23-Jun	5	Tribune	W. of Trafford Pt.	11	15.29	12.5	15
2008	19-Jun	5	Tribune	Brown Pt.	12	18.18	9.0	20
2008	18-Jun	5	Tribune	S. of Loaf Pt.	13	20.19	NA	18
2008	18-Jun	5	Tribune	E. side of Bond Sound	14	22.09	12.0	18
2008	18-Jun	5	Tribune	W. side of Bond Sound	15	24.26	11.5	15
2008	17-Jun	5	Tribune	1 site E. of Kwatsi Pt.	16	25.83	12.5	20
2008	17-Jun	5	Tribune	Kwatsi Pt.	17	28.29	14.0	23
2008	17-Jun	5	Tribune	W. side of Kwatsi Bay	18	30.46	11.5	21
2008	18-Jun	5	Tribune	Glacier Falls	19	32.85	11.0	23
2008	13-Jun	5	Tribune	1 site W. of Glacier Falls	20	34.61	10.0	26
2008	13-Jun	5	Tribune	3 sites E. of Eagle Nest Bay	21	36.96	9.5	17
2008	14-Jun	5	Tribune	2 sites E. of Eagle Nest Bay	22	38.92	11.0	23
2008	17-Jun	5	Tribune	1 site E. of Eagle Nest Bay	23	40.88	11.0	23
2008	13-Jun	5	Tribune	Eagle Nest Bay	24	42.65	10.0	25
2008	14-Jun	5	Tribune	Fry Bay	25	44.37	12.0	20
2008	14-Jun	5	Tribune	Middle of Burdwoods	26	46.63	10.5	21
2008	13-Jun	5	Tribune	Denham Isl.	27	48.08	10.5	14
2008	13-Jun	5	Tribune	Kingfisher Isl.	28	50.47	10.0	23
2008	14-Jun	5	Tribune	1 site E. of Bay of the Damned	29	52.13	11.0	20
2008	12-Jun	5	Tribune	Bay of the Damned	30	54.41	10.5	15
2008	12-Jun	5	Tribune	Deep Harbour	31	56.87	10.5	21
2008	12-Jun	5	Tribune	W. of Twin Lagoon	32	59.27	10.0	20
2008	12-Jun	5	Tribune	E. of Twin Lagoon	33	61.76	9.5	26
2008	12-Jun	5	Tribune	Wicklow Pt.	34	63.78	9.5	25
2008	14-Jun	5	Tribune	1 site W. of Wicklow Pt.	35	65.89	9.5	28
2008	14-Jun	5	Tribune	Mouth of Fife	36	68.24	9.0	30
2008	21-Jun	5	Upper Knight	Shelterless Pt.	1	-10.27	11.0	8
2008	21-Jun	5	Upper Knight	1 site E. of Steep Head	2	-6.69	11.0	10
2008	23-Jun	5	Upper Knight	S Viscount Isl.	3	-2.64	8.5	23
2008	21-Jun	5	Upper Knight	Shewell Isl.	4	0.13	11.5	11
2008	30-Jun	6	Tribune	Braza Isl.	3	2.39	14.0	16
2008	30-Jun	6	Tribune	Humphrey Rock	4	4.77	13.0	16
2008	30-Jun	6	Tribune	Across from N. end of Viscount Isl.	5	9.13	16.0	20
2008	30-Jun	6	Tribune	S. of Trafford Pt.	6	13.59	14.0	18
2008	30-Jun	6	Tribune	Brown Pt.	7	18.1	14.5	19
2008	29-Jun	6	Tribune	Kwatsi Pt.	8	26.27	12.5	22
2008	29-Jun	6	Tribune	E. of Gormely Pt.	9	29.04	13.5	21
2008	29-Jun	6	Tribune	Glacier Falls	10	31	12.0	22
2008	29-Jun	6	Tribune	1 site W. of Glacier Falls	11	33.48	12.0	21
2008	28-Jun	6	Tribune	2 sites E. of Eagle Nest Bay	12	35.71	13.0	24
2008	28-Jun	6	Tribune	3 sites E. of Eagle Nest Bay	13	38.18	13.0	21
2008	28-Jun	6	Tribune	Eagle Nest Bay	14	40.01	13.0	21
2008	25-Jun	6	Tribune	Fry Bay	15	41.94	14.0	19
